,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.42531324732757986,0.0,0.0,0.0,0.0,0.0,0.06831133861737655,0.0,0.0,0.0,0.5063754140550436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611096605202696,0.42226442176118334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21662591771854708,0.0,0.0,0.0,0.0
2,0.0,0.0,0.25846518515493055,0.0,0.1934392482962113,0.09688794993867146,0.0,0.15534594880952224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958616678006644,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3990340564755964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009659435244036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2859966785759763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3959468472837508,0.0,0.0,0.10661861141342993,0.0,0.0,0.21143786272684292,0.0
5,0.0,0.12004162962985598,0.0,0.0,0.0,0.0,0.0,0.027947068169230527,0.0,0.0,0.0,0.0,0.0,0.0,0.2419769519323403,0.0,0.0,0.0,0.0,0.31717308242136644,0.29286126784720673,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.3267339109150616,0.0,0.0,0.0,0.6732660890849383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36753309511683624,0.0,0.0,0.0,0.3165269258217741,0.11585516512754965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20008481393383998
8,0.275254417813246,0.0,0.0,0.0,0.0,0.25719569348476473,0.2024711520874396,0.0,0.0,0.0,0.0,0.2650787366145497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7429741887186349,0.0,0.2570258112813651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.11332826698739104,0.13020373474139382,0.08126336472609723,0.0,0.0,0.09811901252381793,0.0,0.14614741732381373,0.14234530852745167,0.003770304113549396,0.0,0.0,0.0014240440977581375,0.0,0.0,0.0,0.1079363701983117,0.0,0.0,0.0,0.0,0.17546217676041537,0.0,0.0
11,0.18533979137501316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11559462424429913,0.4281942066314663,0.0,0.0,0.0,0.0,0.0,0.0,0.27087137774922143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.13174900459755154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8682509954024484,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.515848146051109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4841518539488911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05344048136900023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06351339644499578,0.0,0.0,0.0,0.0,0.0,0.0,0.883046122186004,0.0
15,0.0,0.0,0.0,0.0,0.3203917632139258,0.0,0.3894890425380479,0.19388757281125418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09623162143677211
16,0.0,0.0,0.0,0.0,0.0,0.0,0.42869431359721993,0.0,0.0,0.0,0.0,0.24639814439959412,0.02566809175415386,0.0,0.0,0.0,0.0,0.16034382753356907,0.0,0.0,0.0,0.138895622715463,0.0,0.0
17,0.18853100345191678,0.0,0.0,0.3406303688522589,0.34248626706601876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12835236062980554,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32056687059138916,0.0,0.0,0.0,0.22815257821612753,0.3190688664662593,0.0,0.0,0.0,0.0,0.0,0.0,0.132211684726224,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16810328810763375,0.0,0.0,0.027872903371659135,0.0,0.1696768186753166,0.0,0.17965202019648274,0.0,0.061657622918335174,0.0,0.21424896410146402,0.0,0.0,0.1787883826291086,0.0
20,0.0,0.0,0.0,0.0,0.0,0.11307166191431296,0.0,0.0,0.22193383344762627,0.08899276801052625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2749428193420906,0.3010589172854439,0.0,0.0,0.0,0.0
21,0.0,0.0,0.11791369386468457,0.0,0.19314492408253806,0.0,0.0,0.0,0.1601062176290229,0.031088791720200102,0.0,0.0,0.0,0.0,0.26567345301516604,0.0,0.0,0.0,0.2320729196883883,0.0,0.0,0.0,0.0,0.0
22,0.0,0.028750421545364613,0.0,0.29237442007977427,0.28635804485072136,0.0,0.0,0.18506215538668896,0.0,0.0,0.0,0.0,0.20319484056724205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00426011757020874
23,0.0,0.0,0.13831898731022005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2810567814206326,0.0,0.0,0.0,0.0,0.0,0.0641615204957246,0.5164627107734228
24,0.0,0.3022297666003233,0.0,0.0,0.0,0.5131340056060025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18463622779367417,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.370106632287711,0.629893367712289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080462204090306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4919537795909694,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6471606792517042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35283932074829577
28,0.0,0.0,0.0,0.3817892603939208,0.0,0.0,0.3445611491063925,0.044723643924952074,0.0,0.0,0.0,0.0,0.22892594657473456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418395868009363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377437131349133,0.0,0.34386041885572366,0.0,0.0
30,0.7317952659524511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26820473404754885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.18599507058667084,0.0,0.0,0.21187341758557265,0.0,0.0,0.3370343115189282,0.0,0.0,0.0,0.0,0.0,0.0,0.16467724366640538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10041995664242293
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3807561842055453,0.0,0.0,0.0,0.6192438157944548,0.0,0.0
33,0.0,0.0,0.0,0.03934842410156757,0.14605127031639176,0.0,0.0,0.12894359694151436,0.0,0.0,0.0,0.0,0.0,0.0,0.15005074761853884,0.1344021936668958,0.0,0.0,0.23982148437364587,0.0,0.0,0.1259956569346991,0.0353866260467467,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510938500080109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489061499919891,0.0,0.0,0.0
35,0.0,0.0,0.0,0.3629762474309721,0.0,0.0,0.0,0.47998300530593613,0.0,0.0,0.0,0.0,0.0,0.15704074726309175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.2973511752738829,0.7026488247261171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.06015023910677304,0.0,0.0,0.0,0.0,0.0,0.4892699320440258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45057982884920117,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.332752267717066,0.0,0.0,0.062418023830694835,0.0,0.15057751728494537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4542521911672938,0.0,0.0,0.0
39,0.0,0.31733774626299005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24685999514281137,0.11790612885798145,0.0,0.0,0.0,0.0,0.31789612973621717,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419601717290748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15803982827092528,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533581024638324,0.0,0.526189270126974,0.0,0.0,0.0,0.12045262740919355,0.0,0.0,0.0,0.0,0.0
